Gene,p Value,False Discovery Rate,Average Difference log fold change,Fraction of Detection in Cluster,Fraction of Detection in Other Clusters,Cluster
CNTN4,0.00,0.00,0.77,0.71,0.41,In3
RYR3,0.00,0.00,0.82,0.48,0.18,In3
PLXNA4,0.00,0.00,0.88,0.51,0.22,In3
ADRA1A,0.00,0.00,0.82,0.28,0.06,In3
ARL4C,0.00,0.00,0.94,0.38,0.11,In3
DSCAM,0.00,0.00,0.61,0.77,0.47,In3
MTUS2,0.00,0.00,0.77,0.69,0.40,In3
GAD1,0.00,0.00,0.78,0.39,0.12,In3
BTBD11,0.00,0.00,0.85,0.34,0.09,In3
TSHZ2,0.00,0.00,0.98,0.37,0.10,In3
MYRIP,0.00,0.00,0.79,0.58,0.31,In3
NLGN1,0.00,0.00,0.50,0.87,0.66,In3
LINGO2,0.00,0.00,0.74,0.69,0.38,In3
TCF4,0.00,0.00,0.62,0.72,0.47,In3
RP11-384F7.2,0.00,0.00,0.65,0.63,0.34,In3
SLC44A5,0.00,0.00,0.76,0.56,0.28,In3
DAB1,0.00,0.00,0.56,0.69,0.42,In3
KCNQ1OT1,0.00,0.00,0.73,0.52,0.24,In3
ANO4,0.00,0.00,0.64,0.51,0.24,In3
LSAMP,0.00,0.00,0.29,0.92,0.78,In3
NKAIN3,0.00,0.00,0.45,0.33,0.12,In3
NRG3,0.00,0.00,0.41,0.92,0.71,In3
CHRM3,0.00,0.00,0.60,0.68,0.39,In3
LINC01322,0.00,0.00,0.85,0.37,0.17,In3
NRXN3,0.00,0.00,0.31,0.97,0.83,In3
GRIK2,0.00,0.00,0.28,0.75,0.52,In3
CIT,0.00,0.00,0.74,0.42,0.19,In3
SEZ6L,0.00,0.00,0.65,0.50,0.25,In3
OLFM3,0.00,0.00,0.65,0.50,0.27,In3
ANK1,0.00,0.00,0.60,0.29,0.09,In3
SCG2,0.00,0.00,0.79,0.34,0.13,In3
CLVS1,0.00,0.00,0.73,0.37,0.16,In3
SNTG1,0.00,0.00,0.45,0.83,0.59,In3
CALN1,0.00,0.00,0.36,0.47,0.25,In3
KCNH7,0.00,0.00,0.62,0.53,0.28,In3
DCC,0.00,0.00,0.62,0.50,0.25,In3
RARB,0.00,0.00,0.75,0.27,0.09,In3
CNTN3,0.00,0.00,0.71,0.34,0.14,In3
B4GALT6,0.00,0.00,0.69,0.27,0.09,In3
CACNA1D,0.00,0.00,0.61,0.49,0.26,In3
TTC28,0.00,0.00,0.59,0.44,0.22,In3
CADM2,0.00,0.00,0.33,0.96,0.88,In3
SOBP,0.00,0.00,0.56,0.52,0.30,In3
REV3L,0.00,0.00,0.53,0.49,0.27,In3
KAZN,0.00,0.00,0.39,0.61,0.38,In3
PTPRO,0.00,0.00,0.63,0.44,0.23,In3
AK5,0.00,0.00,0.51,0.54,0.31,In3
GALNT13,0.00,0.00,0.35,0.53,0.30,In3
OPCML,0.00,0.00,0.30,0.90,0.70,In3
STARD13,0.00,0.00,0.56,0.31,0.13,In3
SOX2-OT,0.00,0.00,0.85,0.40,0.22,In3
RP11-436D23.1,0.00,0.00,0.60,0.42,0.22,In3
KLF12,0.00,0.00,0.54,0.45,0.25,In3
SNRPN,0.00,0.00,0.59,0.35,0.16,In3
DNER,0.00,0.00,0.51,0.34,0.15,In3
PTPRE,0.00,0.00,0.60,0.33,0.15,In3
PCDH7,0.00,0.00,0.49,0.63,0.41,In3
ANKRD30BL,0.00,0.00,0.59,0.31,0.14,In3
WBSCR17,0.00,0.00,0.55,0.53,0.34,In3
SRRM4,0.00,0.00,0.53,0.49,0.28,In3
ATP1B1,0.00,0.00,0.52,0.59,0.40,In3
TENM3,0.00,0.00,0.57,0.38,0.19,In3
MYT1L,0.00,0.00,0.38,0.72,0.52,In3
GNAL,0.00,0.00,0.62,0.28,0.12,In3
SUSD4,0.00,0.00,0.59,0.36,0.18,In3
FHOD3,0.00,0.00,0.53,0.33,0.16,In3
SLC25A12,0.00,0.00,0.53,0.44,0.26,In3
GABRG3,0.00,0.00,0.40,0.57,0.36,In3
GNAS,0.00,0.00,0.48,0.55,0.35,In3
KCNAB1,0.00,0.00,0.39,0.37,0.19,In3
RP11-123O10.4,0.00,0.00,0.30,0.36,0.20,In3
NCALD,0.00,0.00,0.46,0.48,0.30,In3
MAN1A2,0.00,0.00,0.48,0.55,0.38,In3
CSMD3,0.00,0.00,0.33,0.64,0.45,In3
RBFOX2,0.00,0.00,0.40,0.56,0.37,In3
OSBPL3,0.00,0.00,0.51,0.28,0.13,In3
CACNA1C,0.00,0.00,0.40,0.59,0.41,In3
TMEM132B,0.00,0.00,0.46,0.49,0.31,In3
FRMPD4,0.00,0.00,0.40,0.62,0.43,In3
KCNC2,0.00,0.00,0.40,0.43,0.25,In3
LIMCH1,0.00,0.00,0.36,0.55,0.38,In3
PPM1E,0.00,0.00,0.50,0.39,0.22,In3
HMP19,0.00,0.00,0.55,0.30,0.16,In3
AC007563.5,0.00,0.00,0.46,0.26,0.12,In3
CCSER1,0.00,0.00,0.31,0.77,0.59,In3
SORCS3,0.00,0.00,0.30,0.32,0.18,In3
RP5-921G16.1,0.00,0.00,0.47,0.36,0.20,In3
GPHN,0.00,0.00,0.35,0.75,0.59,In3
GRIP1,0.00,0.00,0.38,0.34,0.19,In3
ADCY2,0.00,0.00,0.40,0.49,0.32,In3
NCAM1,0.00,0.00,0.26,0.64,0.50,In3
MAPK4,0.00,0.00,0.46,0.26,0.12,In3
NTRK3,0.00,0.00,0.36,0.52,0.35,In3
PRICKLE2,0.00,0.00,0.46,0.33,0.19,In3
SYT14,0.00,0.00,0.42,0.36,0.21,In3
SMARCA2,0.00,0.00,0.38,0.44,0.28,In3
EXT1,0.00,0.00,0.45,0.39,0.23,In3
HDAC9,0.00,0.00,0.39,0.47,0.30,In3
BICD1,0.00,0.00,0.39,0.45,0.29,In3
KCNIP4,0.00,0.00,0.27,0.95,0.86,In3
PDE7B,0.00,0.00,0.45,0.35,0.20,In3
ANKH,0.00,0.00,0.44,0.31,0.17,In3
ATP1A3,0.00,0.00,0.42,0.25,0.13,In3
GABRB2,0.00,0.00,0.28,0.59,0.42,In3
GRIN2B,0.00,0.00,0.39,0.55,0.39,In3
ZBTB16,0.00,0.00,0.43,0.30,0.16,In3
MAP2,0.00,0.00,0.34,0.66,0.50,In3
NEDD4L,0.00,0.00,0.43,0.36,0.21,In3
PLEKHA5,0.00,0.00,0.38,0.56,0.39,In3
THRB,0.00,0.00,0.40,0.50,0.34,In3
AHI1,0.00,0.00,0.30,0.67,0.52,In3
CORO6,0.00,0.00,0.47,0.25,0.15,In3
ZEB1,0.00,0.00,0.27,0.41,0.28,In3
TSPYL2,0.00,0.00,0.42,0.29,0.17,In3
TSPAN7,0.00,0.00,0.37,0.40,0.26,In3
CAMTA1,0.00,0.00,0.29,0.60,0.46,In3
GABRA1,0.00,0.00,0.36,0.42,0.28,In3
TMEM108,0.00,0.00,0.34,0.45,0.31,In3
RPS6KA2,0.00,0.00,0.27,0.38,0.25,In3
NR3C2,0.00,0.00,0.38,0.35,0.23,In3
DCLK1,0.00,0.00,0.29,0.59,0.43,In3
SCAMP5,0.00,0.00,0.37,0.36,0.24,In3
SLC2A13,0.00,0.00,0.31,0.48,0.33,In3
PAM,0.00,0.00,0.38,0.40,0.27,In3
TRAF3IP2-AS1,0.00,0.00,0.37,0.30,0.18,In3
INPP5F,0.00,0.00,0.37,0.26,0.16,In3
PAK3,0.00,0.00,0.33,0.43,0.31,In3
ATCAY,0.00,0.00,0.39,0.25,0.16,In3
RANBP17,0.00,0.00,0.33,0.25,0.15,In3
TFDP2,0.00,0.00,0.31,0.29,0.19,In3
ANKRD26,0.00,0.00,0.28,0.50,0.37,In3
REEP5,0.00,0.00,0.29,0.27,0.17,In3
NMNAT2,0.00,0.00,0.26,0.39,0.28,In3
ANKRD12,0.00,0.00,0.27,0.46,0.34,In3
CYFIP2,0.00,0.00,0.26,0.30,0.20,In3
ARHGAP44,0.00,0.00,0.31,0.33,0.22,In3
OSBPL1A,0.00,0.00,0.29,0.33,0.23,In3
FNDC3A,0.00,0.00,0.34,0.29,0.19,In3
GABBR2,0.00,0.00,0.30,0.52,0.40,In3
USP11,0.00,0.00,0.31,0.30,0.20,In3
RGS6,0.00,0.00,0.38,0.39,0.29,In3
IDS,0.00,0.00,0.28,0.34,0.24,In3
CDH10,0.00,0.00,0.25,0.34,0.24,In3
SV2A,0.00,0.00,0.28,0.27,0.19,In3
OIP5-AS1,0.00,0.00,0.28,0.33,0.23,In3
LARGE,0.00,0.00,0.29,0.42,0.32,In3
PCDH11X,0.00,0.00,0.35,0.27,0.19,In3
ADRBK2,0.00,0.00,0.30,0.27,0.18,In3
SPTBN4,0.00,0.00,0.26,0.40,0.30,In3
PTPN4,0.00,0.00,0.27,0.36,0.26,In3
DDX24,0.00,0.00,0.30,0.31,0.23,In3
KIF1A,0.00,0.00,0.30,0.27,0.19,In3
CERS6,0.00,0.00,0.29,0.32,0.24,In3
KIRREL3,0.00,0.00,0.30,0.45,0.35,In3
SERINC1,0.00,0.00,0.28,0.29,0.21,In3
GRIN1,0.00,0.00,0.27,0.35,0.26,In3
RELN,0.00,0.00,2.89,0.92,0.12,In4a
CXCL14,0.00,0.00,2.97,0.82,0.07,In4a
ADARB2,0.00,0.00,2.03,0.88,0.22,In4a
GAD2,0.00,0.00,1.83,0.64,0.09,In4a
INPP4B,0.00,0.00,1.54,0.75,0.24,In4a
SGOL1-AS1,0.00,0.00,2.07,0.52,0.06,In4a
DLX6-AS1,0.00,0.00,1.75,0.60,0.08,In4a
ERBB4,0.00,0.00,1.28,0.91,0.47,In4a
CNTNAP2,0.00,0.00,0.97,0.98,0.75,In4a
FRAS1,0.00,0.00,1.55,0.58,0.14,In4a
SV2C,0.00,0.00,1.46,0.40,0.03,In4a
SLC6A1,0.00,0.00,1.53,0.66,0.15,In4a
HS3ST5,0.00,0.00,1.50,0.55,0.11,In4a
DNER,0.00,0.00,1.34,0.64,0.15,In4a
CNTN5,0.00,0.00,1.07,0.84,0.40,In4a
GALNTL6,0.00,0.00,1.23,0.74,0.30,In4a
FREM1,0.00,0.00,1.35,0.40,0.04,In4a
ROBO2,0.00,0.00,0.89,0.90,0.53,In4a
EGFR,0.00,0.00,1.23,0.43,0.06,In4a
RP11-123O10.4,0.00,0.00,1.28,0.65,0.20,In4a
GRIK2,0.00,0.00,0.86,0.86,0.52,In4a
COL5A2,0.00,0.00,1.44,0.39,0.05,In4a
SGCZ,0.00,0.00,1.05,0.77,0.36,In4a
MGAT4C,0.00,0.00,1.10,0.73,0.34,In4a
PTPRM,0.00,0.00,1.16,0.60,0.18,In4a
C8orf34,0.00,0.00,1.29,0.54,0.15,In4a
DOCK10,0.00,0.00,0.88,0.61,0.19,In4a
GRIK1,0.00,0.00,0.74,0.64,0.22,In4a
KCNC2,0.00,0.00,1.03,0.66,0.25,In4a
ADRA1A,0.00,0.00,1.11,0.37,0.06,In4a
PTPRT,0.00,0.00,1.08,0.67,0.29,In4a
FGF13,0.00,0.00,1.16,0.49,0.14,In4a
FSTL5,0.00,0.00,0.90,0.68,0.26,In4a
MYO16,0.00,0.00,1.07,0.49,0.12,In4a
FAT1,0.00,0.00,1.04,0.27,0.03,In4a
DAB1,0.00,0.00,0.86,0.74,0.42,In4a
NCAM2,0.00,0.00,0.85,0.80,0.52,In4a
GRIP1,0.00,0.00,1.09,0.56,0.19,In4a
TOX3,0.00,0.00,1.08,0.28,0.03,In4a
SCG2,0.00,0.00,1.16,0.46,0.13,In4a
KAZN,0.00,0.00,0.89,0.70,0.38,In4a
ALK,0.00,0.00,1.16,0.40,0.09,In4a
PCDH15,0.00,0.00,0.51,0.44,0.14,In4a
FGF14,0.00,0.00,0.60,0.88,0.69,In4a
SPOCK3,0.00,0.00,0.94,0.65,0.27,In4a
PLD5,0.00,0.00,0.84,0.48,0.14,In4a
GAD1,0.00,0.00,0.97,0.46,0.12,In4a
ANKRD55,0.00,0.00,0.86,0.29,0.04,In4a
XKR4,0.00,0.00,0.92,0.68,0.36,In4a
GRIN3A,0.00,0.00,0.97,0.32,0.06,In4a
CNTNAP4,0.00,0.00,0.90,0.56,0.20,In4a
NYAP2,0.00,0.00,1.03,0.39,0.10,In4a
NXPH1,0.00,0.00,0.88,0.51,0.16,In4a
UNC5D,0.00,0.00,0.89,0.67,0.36,In4a
KCNIP1,0.00,0.00,0.98,0.40,0.10,In4a
RAB3C,0.00,0.00,0.96,0.51,0.19,In4a
ZMAT4,0.00,0.00,0.95,0.53,0.22,In4a
RGS12,0.00,0.00,0.88,0.49,0.16,In4a
RIMBP2,0.00,0.00,0.97,0.40,0.12,In4a
ROBO1,0.00,0.00,0.80,0.64,0.29,In4a
LAMP5,0.00,0.00,0.94,0.26,0.04,In4a
GRIN2A,0.00,0.00,0.79,0.70,0.46,In4a
CACNA2D1,0.00,0.00,0.84,0.64,0.36,In4a
CHSY3,0.00,0.00,0.86,0.60,0.27,In4a
BCL11B,0.00,0.00,0.92,0.25,0.04,In4a
MCTP1,0.00,0.00,0.81,0.58,0.26,In4a
PRR16,0.00,0.00,0.88,0.40,0.13,In4a
KCNAB1,0.00,0.00,0.82,0.50,0.19,In4a
CSMD3,0.00,0.00,0.69,0.72,0.45,In4a
CACNA1B,0.00,0.00,0.71,0.73,0.43,In4a
PTCHD4,0.00,0.00,0.95,0.40,0.13,In4a
PRELID2,0.00,0.00,1.04,0.30,0.07,In4a
RBMS3,0.00,0.00,0.73,0.41,0.13,In4a
ARL4C,0.00,0.00,0.91,0.38,0.12,In4a
PIP5K1B,0.00,0.00,0.80,0.40,0.13,In4a
ZNF536,0.00,0.00,0.61,0.44,0.17,In4a
ADRBK2,0.00,0.00,0.76,0.45,0.18,In4a
GRM8,0.00,0.00,0.87,0.32,0.10,In4a
GRM5,0.00,0.00,0.62,0.71,0.43,In4a
SHISA9,0.00,0.00,0.68,0.54,0.27,In4a
SGK1,0.00,0.00,0.58,0.42,0.17,In4a
EPHA6,0.00,0.00,0.78,0.53,0.30,In4a
EXT1,0.00,0.00,0.71,0.49,0.23,In4a
LINGO2,0.00,0.00,0.65,0.65,0.39,In4a
PRKCB,0.00,0.00,0.64,0.66,0.41,In4a
MAML3,0.00,0.00,0.43,0.37,0.15,In4a
NEBL,0.00,0.00,0.51,0.61,0.40,In4a
GRIA2,0.00,0.00,0.54,0.72,0.52,In4a
PCDH17,0.00,0.00,0.80,0.27,0.08,In4a
CNR1,0.00,0.00,0.57,0.26,0.08,In4a
GABRB1,0.00,0.00,0.53,0.58,0.31,In4a
HDAC9,0.00,0.00,0.67,0.55,0.31,In4a
CDC5L,0.00,0.00,0.67,0.26,0.08,In4a
RPH3A,0.00,0.00,0.64,0.43,0.20,In4a
MTSS1,0.00,0.00,0.41,0.32,0.13,In4a
CHRM3,0.00,0.00,0.55,0.66,0.40,In4a
ZBTB16,0.00,0.00,0.71,0.38,0.17,In4a
NPTXR,0.00,0.00,0.67,0.34,0.14,In4a
GABBR2,0.00,0.00,0.59,0.61,0.40,In4a
PTPRO,0.00,0.00,0.70,0.45,0.23,In4a
ABI1,0.00,0.00,0.67,0.30,0.11,In4a
CACNA1E,0.00,0.00,0.69,0.38,0.18,In4a
MPPED1,0.00,0.00,0.66,0.27,0.10,In4a
ALCAM,0.00,0.00,0.40,0.46,0.25,In4a
BTBD11,0.00,0.00,0.50,0.26,0.09,In4a
NIPAL3,0.00,0.00,0.49,0.26,0.10,In4a
DGKB,0.00,0.00,0.44,0.63,0.40,In4a
FGF12,0.00,0.00,0.41,0.78,0.59,In4a
ANKRD26,0.00,0.00,0.56,0.57,0.37,In4a
SLC35F1,0.00,0.00,0.48,0.49,0.26,In4a
KIAA1211,0.00,0.00,0.57,0.26,0.09,In4a
TMEM132D,0.00,0.00,0.55,0.57,0.35,In4a
MPP6,0.00,0.00,0.64,0.30,0.13,In4a
SOX2-OT,0.00,0.00,0.34,0.41,0.22,In4a
GRIA4,0.00,0.00,0.34,0.73,0.53,In4a
MACROD2,0.00,0.00,0.48,0.66,0.48,In4a
MAGI3,0.00,0.00,0.61,0.40,0.23,In4a
CHL1,0.00,0.00,0.56,0.47,0.27,In4a
RP11-384F7.2,0.00,0.00,0.42,0.55,0.34,In4a
PRNP,0.00,0.00,0.51,0.54,0.34,In4a
ERC2,0.00,0.00,0.45,0.63,0.46,In4a
CDH9,0.00,0.00,0.53,0.36,0.18,In4a
KCNT2,0.00,0.00,0.44,0.32,0.16,In4a
NETO1,0.00,0.00,0.45,0.30,0.15,In4a
GABRB2,0.00,0.00,0.36,0.61,0.42,In4a
AC074363.1,0.00,0.00,0.51,0.41,0.25,In4a
SORCS3,0.00,0.00,0.52,0.35,0.18,In4a
FLRT2,0.00,0.00,0.45,0.49,0.30,In4a
CELF4,0.00,0.00,0.46,0.50,0.34,In4a
SERINC1,0.00,0.00,0.43,0.38,0.21,In4a
PKNOX2,0.00,0.00,0.56,0.34,0.19,In4a
ARNT2,0.00,0.00,0.52,0.46,0.28,In4a
NAP1L3,0.00,0.00,0.47,0.29,0.14,In4a
AP001347.6,0.00,0.00,0.49,0.30,0.15,In4a
MTUS2,0.00,0.00,0.39,0.58,0.41,In4a
DOCK3,0.00,0.00,0.33,0.79,0.64,In4a
ITM2B,0.00,0.00,0.34,0.39,0.22,In4a
PID1,0.00,0.00,0.54,0.26,0.12,In4a
TMEM132B,0.00,0.00,0.50,0.48,0.31,In4a
KIDINS220,0.00,0.00,0.39,0.36,0.21,In4a
SDK1,0.00,0.00,0.48,0.34,0.18,In4a
KCTD16,0.00,0.00,0.37,0.55,0.39,In4a
GABRA1,0.00,0.00,0.48,0.45,0.28,In4a
SYN3,0.00,0.00,0.29,0.48,0.31,In4a
PNMA2,0.00,0.00,0.53,0.32,0.18,In4a
MYRIP,0.00,0.00,0.39,0.48,0.31,In4a
ANO4,0.00,0.00,0.29,0.41,0.25,In4a
KIF1A,0.00,0.00,0.42,0.33,0.19,In4a
PTPRS,0.00,0.00,0.39,0.36,0.21,In4a
FRY,0.00,0.00,0.32,0.37,0.24,In4a
PLPPR4,0.00,0.00,0.46,0.26,0.13,In4a
LUZP2,0.00,0.00,0.31,0.28,0.15,In4a
APP,0.00,0.00,0.37,0.59,0.43,In4a
REEP5,0.00,0.00,0.44,0.31,0.17,In4a
HSP90AB1,0.00,0.00,0.34,0.59,0.43,In4a
PHYHIPL,0.00,0.00,0.32,0.35,0.22,In4a
CNTN4,0.00,0.00,0.42,0.55,0.41,In4a
CANX,0.00,0.00,0.36,0.26,0.14,In4a
USP11,0.00,0.00,0.37,0.33,0.20,In4a
RP11-382A20.3,0.00,0.00,0.43,0.27,0.14,In4a
SHC3,0.00,0.00,0.42,0.27,0.15,In4a
SNRPN,0.00,0.00,0.48,0.28,0.16,In4a
VWC2,0.00,0.00,0.40,0.29,0.16,In4a
ZCCHC11,0.00,0.00,0.33,0.35,0.21,In4a
PDE8B,0.00,0.00,0.33,0.31,0.19,In4a
CAMKV,0.00,0.00,0.44,0.28,0.16,In4a
THRB,0.00,0.00,0.40,0.48,0.34,In4a
RAPGEF4,0.00,0.00,0.32,0.41,0.28,In4a
PHF14,0.00,0.00,0.42,0.38,0.26,In4a
HMP19,0.00,0.00,0.38,0.27,0.16,In4a
SARAF,0.00,0.00,0.33,0.36,0.22,In4a
LINC00461,0.00,0.00,0.40,0.38,0.25,In4a
KCNQ1OT1,0.00,0.00,0.31,0.37,0.25,In4a
ZNF483,0.00,0.00,0.39,0.32,0.21,In4a
APLP2,0.00,0.00,0.36,0.33,0.21,In4a
FRRS1L,0.00,0.00,0.34,0.40,0.27,In4a
GAS7,0.00,0.00,0.29,0.31,0.19,In4a
SEZ6L,0.00,0.00,0.33,0.38,0.26,In4a
KIAA1109,0.00,0.00,0.37,0.43,0.30,In4a
RTN3,0.00,0.00,0.29,0.54,0.41,In4a
CACNB2,0.00,0.00,0.27,0.48,0.34,In4a
TMEM178B,0.00,0.00,0.31,0.55,0.41,In4a
PCSK2,0.00,0.00,0.27,0.36,0.24,In4a
CACNG8,0.00,0.00,0.36,0.31,0.20,In4a
NDUFA4,0.00,0.00,0.34,0.28,0.17,In4a
SCG5,0.00,0.00,0.30,0.28,0.18,In4a
MICU1,0.00,0.00,0.26,0.35,0.24,In4a
GNAS,0.00,0.00,0.30,0.48,0.35,In4a
GRIA1,0.00,0.00,0.29,0.44,0.31,In4a
RNF150,0.00,0.00,0.35,0.29,0.19,In4a
KCNB2,0.00,0.00,0.37,0.31,0.21,In4a
COG5,0.00,0.00,0.27,0.27,0.17,In4a
DAAM1,0.00,0.00,0.33,0.31,0.20,In4a
TTC28,0.00,0.00,0.32,0.34,0.23,In4a
ATP6V0A1,0.00,0.00,0.34,0.33,0.23,In4a
GPR137C,0.00,0.00,0.37,0.28,0.18,In4a
SV2A,0.00,0.00,0.36,0.28,0.19,In4a
SCAMP5,0.00,0.00,0.32,0.34,0.24,In4a
PAK3,0.00,0.00,0.28,0.43,0.31,In4a
HIVEP3,0.00,0.00,0.25,0.42,0.32,In4a
TUBB2A,0.00,0.00,0.34,0.26,0.16,In4a
ELAVL4,0.00,0.00,0.34,0.25,0.17,In4a
SEMA6D,0.00,0.00,0.32,0.28,0.19,In4a
ABR,0.00,0.00,0.33,0.30,0.21,In4a
DKK3,0.00,0.00,0.33,0.27,0.18,In4a
CSRNP3,0.00,0.00,0.32,0.36,0.27,In4a
BICD1,0.00,0.00,0.27,0.39,0.29,In4a
ATP6V1A,0.00,0.00,0.29,0.28,0.19,In4a
TMEM232,0.00,0.00,0.31,0.30,0.22,In4a
SCAI,0.00,0.00,0.31,0.29,0.20,In4a
LINC01122,0.00,0.00,0.28,0.32,0.22,In4a
APBA1,0.00,0.00,0.30,0.28,0.20,In4a
BRINP2,0.00,0.00,0.25,0.27,0.18,In4a
LINC00657,0.00,0.00,0.31,0.32,0.24,In4a
ACTG1,0.01,0.01,0.29,0.27,0.20,In4a
FGF13,0.00,0.00,2.30,0.79,0.13,In4b
KIT,0.00,0.00,2.19,0.66,0.03,In4b
PRELID2,0.00,0.00,2.15,0.63,0.06,In4b
ADARB2,0.00,0.00,1.88,0.86,0.21,In4b
GAD2,0.00,0.00,1.85,0.67,0.08,In4b
PTCHD4,0.00,0.00,1.84,0.69,0.12,In4b
SLC6A1,0.00,0.00,1.82,0.74,0.14,In4b
SGCZ,0.00,0.00,1.46,0.89,0.35,In4b
RP11-123O10.4,0.00,0.00,1.52,0.75,0.19,In4b
CTC-806A22.1,0.00,0.00,1.56,0.39,0.02,In4b
GRIK1,0.00,0.00,1.10,0.78,0.21,In4b
PTPRT,0.00,0.00,1.34,0.80,0.29,In4b
DNER,0.00,0.00,1.58,0.66,0.14,In4b
EYA4,0.00,0.00,1.47,0.42,0.03,In4b
SV2C,0.00,0.00,1.38,0.40,0.02,In4b
MYO16,0.00,0.00,1.43,0.62,0.11,In4b
MGAT4C,0.00,0.00,1.24,0.79,0.34,In4b
DLX6-AS1,0.00,0.00,1.39,0.53,0.08,In4b
ALK,0.00,0.00,1.33,0.53,0.08,In4b
GRIN3A,0.00,0.00,1.35,0.46,0.05,In4b
LAMP5,0.00,0.00,1.35,0.40,0.04,In4b
CDH13,0.00,0.00,1.44,0.68,0.26,In4b
FBXL7,0.00,0.00,1.09,0.59,0.12,In4b
NXPH1,0.00,0.00,1.04,0.64,0.15,In4b
PKP2,0.00,0.00,1.16,0.31,0.02,In4b
TACR1,0.00,0.00,1.12,0.30,0.02,In4b
GRIN2A,0.00,0.00,1.01,0.81,0.46,In4b
BCL11B,0.00,0.00,1.23,0.37,0.04,In4b
NRIP3,0.00,0.00,1.22,0.43,0.06,In4b
GRIP1,0.00,0.00,1.22,0.62,0.18,In4b
SPHKAP,0.00,0.00,0.92,0.46,0.08,In4b
KCNIP1,0.00,0.00,1.12,0.50,0.09,In4b
RAB3C,0.00,0.00,1.20,0.61,0.18,In4b
NXPH2,0.00,0.00,1.06,0.29,0.02,In4b
KCNAB1,0.00,0.00,1.13,0.64,0.19,In4b
TMEM132D,0.00,0.00,1.02,0.75,0.34,In4b
TRPC3,0.00,0.00,1.10,0.31,0.03,In4b
TOX2,0.00,0.00,1.16,0.39,0.06,In4b
NTNG1,0.00,0.00,1.18,0.53,0.13,In4b
RBMS3,0.00,0.00,1.02,0.53,0.13,In4b
KIAA1211,0.00,0.00,1.13,0.45,0.09,In4b
KCNC2,0.00,0.00,1.02,0.65,0.25,In4b
PTPRM,0.00,0.00,1.06,0.58,0.17,In4b
GAD1,0.00,0.00,1.04,0.50,0.11,In4b
LUZP2,0.00,0.00,1.06,0.54,0.15,In4b
DGKD,0.00,0.00,1.03,0.43,0.08,In4b
LINC01314,0.00,0.00,0.99,0.27,0.03,In4b
MTUS2,0.00,0.00,0.92,0.75,0.40,In4b
SOX2-OT,0.00,0.00,1.06,0.62,0.21,In4b
KAZN,0.00,0.00,0.86,0.76,0.38,In4b
SYT1,0.00,0.00,0.56,0.97,0.77,In4b
AP1S2,0.00,0.00,0.89,0.30,0.04,In4b
ERBB4,0.00,0.00,0.41,0.84,0.46,In4b
FGF14,0.00,0.00,0.63,0.90,0.69,In4b
CXCL14,0.00,0.00,1.12,0.36,0.07,In4b
GNG4,0.00,0.00,0.88,0.27,0.03,In4b
MACROD2,0.00,0.00,0.82,0.77,0.47,In4b
ZNF536,0.00,0.00,0.73,0.51,0.16,In4b
ARL4C,0.00,0.00,0.97,0.44,0.11,In4b
NYAP2,0.00,0.00,0.99,0.40,0.10,In4b
ATP8A2,0.00,0.00,0.82,0.71,0.37,In4b
PDGFD,0.00,0.00,1.01,0.29,0.05,In4b
UBASH3B,0.00,0.00,0.86,0.38,0.09,In4b
FREM1,0.00,0.00,0.97,0.28,0.04,In4b
FSTL5,0.00,0.00,0.35,0.59,0.26,In4b
UNC13C,0.00,0.00,0.67,0.56,0.21,In4b
NFIB,0.00,0.00,0.82,0.57,0.22,In4b
HPCAL1,0.00,0.00,0.89,0.44,0.12,In4b
IL1RAPL1,0.00,0.00,0.54,0.90,0.69,In4b
ANKRD55,0.00,0.00,0.87,0.27,0.04,In4b
GOLIM4,0.00,0.00,0.82,0.32,0.06,In4b
ADAMTS9-AS2,0.00,0.00,0.79,0.36,0.09,In4b
EGFR,0.00,0.00,0.80,0.29,0.05,In4b
DOCK10,0.00,0.00,0.42,0.49,0.19,In4b
HTR1E,0.00,0.00,0.88,0.39,0.10,In4b
CNTN5,0.00,0.00,0.67,0.77,0.40,In4b
C8orf34,0.00,0.00,0.98,0.46,0.15,In4b
NKAIN3,0.00,0.00,0.65,0.40,0.12,In4b
PIP5K1B,0.00,0.00,0.80,0.43,0.13,In4b
ADAMTSL3,0.00,0.00,0.72,0.29,0.06,In4b
LSAMP,0.00,0.00,0.40,0.94,0.78,In4b
SGK1,0.00,0.00,0.59,0.47,0.17,In4b
MTSS1,0.00,0.00,0.70,0.41,0.13,In4b
MCTP1,0.00,0.00,0.66,0.60,0.26,In4b
RPH3A,0.00,0.00,0.83,0.50,0.19,In4b
SYN2,0.00,0.00,0.74,0.70,0.39,In4b
GRM5,0.00,0.00,0.71,0.75,0.42,In4b
UNC5D,0.00,0.00,0.86,0.63,0.36,In4b
GRIA4,0.00,0.00,0.66,0.79,0.53,In4b
SEMA6D,0.00,0.00,0.94,0.48,0.19,In4b
ITM2C,0.00,0.00,0.88,0.41,0.13,In4b
PID1,0.00,0.00,0.78,0.38,0.11,In4b
EGFEM1P,0.00,0.00,0.66,0.34,0.10,In4b
CDK14,0.00,0.00,0.68,0.63,0.32,In4b
TMEM132B,0.00,0.00,0.70,0.61,0.30,In4b
ADRBK2,0.00,0.00,0.76,0.46,0.18,In4b
WWP1,0.00,0.00,0.66,0.32,0.09,In4b
